time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
3.4800000000000026,2.6054086371684333,-9.552342280017697,18.67334885358497,5.721548029984728,6.143394135018934,0.0,2.1323770828197506,-9.130066998553502,3.090459826088768,-0.18827479633060484,-0.08597015943183803,0.0,437.4567939509633,437.0904541638971,438.400694106746,440.1878751659674
3.5400000000000027,2.7360402917215243,-10.111754170908226,18.856627570304575,5.71045095705853,6.137901472837235,0.0,2.222285538510253,-9.51756258855743,3.016442961973201,-0.17902640987739304,-0.10603954532329775,0.0,478.69237992987667,477.15566554807054,479.1201731195371,479.7925013058977
3.6000000000000028,2.871916400864421,-10.693749501011784,19.033778925192653,5.699318168500133,6.132623039630557,0.0,2.3072206804536703,-9.882942606982555,2.886510771379204,-0.2035881637176303,-0.06553445455338403,0.0,463.18154185746437,466.350254341506,464.98391314922753,463.0226075137174
3.660000000000003,3.0130881651266583,-11.29836391229037,19.203543164041882,5.687711801100498,6.128756593535591,0.0,2.398610669539541,-10.271484174046405,2.769867280197138,-0.17843991033584575,-0.062339478609436214,0.0,474.8052697992061,475.0476478913965,473.1928994776792,475.0909373456223
3.720000000000003,3.1594654141209717,-11.925340706630246,19.364247542394367,5.6775683472040335,6.125033308711874,0.0,2.4807561243896576,-10.628506478696155,2.58503771785515,-0.15492369321238394,-0.06149153528022416,0.0,454.9340372619142,454.9992825476905,454.48226478765145,456.3367251153013
3.780000000000003,3.310992808537937,-12.57459436604491,19.51448747573171,5.668220576258419,6.121641228906153,0.0,2.5702356272035223,-11.01392401676441,2.4207962284805027,-0.15759847575384262,-0.048115563715104885,0.0,467.23610164688677,468.276056520196,467.8784391917051,467.6484321806282
3.840000000000003,3.467670169360655,-13.246296396348912,19.653290474260572,5.659424370820087,6.119344753647704,0.0,2.652370029655347,-11.37697476841054,2.20411767328304,-0.1306757149588527,-0.023603796143300198,0.0,452.60203321521954,454.5704370933501,452.13813253720485,454.2825304971558
3.900000000000003,3.629687191864217,-13.941413818003134,19.780747829222086,5.652219004415805,6.11754206913078,0.0,2.7480686254735955,-11.794183607838917,2.0421199212553516,-0.10460019114058626,-0.04780413952951784,0.0,478.03993158454455,476.19131224280443,479.3524495596225,481.3183189409767
3.960000000000003,3.797648657672966,-14.662453824436351,19.899068800997725,5.645806092100244,6.11496871636928,0.0,2.850585361062941,-12.240917525433764,1.8992988710357532,-0.11188309579056972,-0.03453019954382793,0.0,491.23741000285,492.22021116735056,491.4874836543937,490.9383622520699
4.020000000000002,3.970934824306177,-15.407562382461016,20.004475924739786,5.639084062795156,6.113270626964061,0.0,2.9256423343209486,-12.597179017811861,1.6127070801334942,-0.11233671482838764,-0.018096448690300804,0.0,442.2270284810304,443.5789251851136,443.90304781873607,443.8546558411847
4.080000000000001,4.149262641306749,-16.17617292994297,20.094874934157335,5.632130504771137,6.112896017671206,0.0,3.0184136814942466,-13.023958992513945,1.3982034869830202,-0.1241624818750267,0.010600318579637077,0.0,474.1130580050588,476.3136685611795,476.8002579192699,475.8844616158749
4.14,4.332373030682876,-16.967968549688177,20.168526574873407,5.624240441306622,6.113257392230107,0.0,3.0851634140019795,-13.370667543660671,1.0553551340262293,-0.15316783048643212,-0.005217375006646568,0.0,431.7702597187346,430.43304259753967,432.65186852229476,430.1845458591266
4.199999999999998,4.520032477546178,-17.782867368185684,20.22387115168874,5.614561720462948,6.112941194502049,0.0,3.1699228463207616,-13.793595304856074,0.7868590547623079,-0.18724814484013091,-0.005375349614177313,0.0,464.8575882839849,464.8452986609197,468.2699786879082,465.58569083301427
4.259999999999997,4.71245703924231,-18.62235548641817,20.261319576122325,5.603470952919288,6.113313825337524,0.0,3.244018493783781,-14.19050476133151,0.45892990907975983,-0.18043588179101652,0.022777990642183686,0.0,448.87651961171946,451.1563611456763,448.81601741267053,449.33604189825144
4.319999999999996,4.909208748631579,-19.485648898050815,20.278274684951995,5.592203552892169,6.114781878516819,0.0,3.3140889542903924,-14.587230840928271,0.10376439883999927,-0.20951267405222887,0.027648585401695316,0.0,444.91307820519256,445.31193390489386,446.7539696712251,444.3405114832488
4.379999999999995,5.110742467308017,-20.375406823881825,20.276289150163056,5.579774162571015,6.116336452889232,0.0,3.4031674018044216,-15.072091852605315,-0.17369940522944866,-0.20282471505716707,0.022183097275540485,0.0,483.84892719231556,483.43718036735106,483.5505760756811,484.01593627376246
4.439999999999993,5.316784315368622,-21.29158688554824,20.253581644264244,5.56760812085777,6.117261013700606,0.0,3.4646456413228623,-15.468640177652306,-0.5859205360681274,-0.20265309754115626,-0.003735987409889046,0.0,440.45609646242775,438.3061882433289,438.7428161767708,438.7161614565553
4.499999999999992,5.526661573369651,-22.232592632752436,20.206436382067512,5.555514546404641,6.1172702338782905,0.0,3.5310324775204096,-15.899466498037082,-0.9887896388223163,-0.19946106527920296,0.006977120122129091,0.0,451.80105660290013,452.6643919045179,450.0114171535732,450.23059278861865
4.559999999999991,5.740892997492733,-23.20138330431785,20.136335470976935,5.543109004136683,6.118095352055274,0.0,3.6095950303369646,-16.394468826292716,-1.3519341313095454,-0.2282073701525772,0.024687621339073783,0.0,476.9082229253389,478.25954780845314,477.28497129423937,475.045002508337
4.6199999999999894,5.959571664907957,-24.19934589882693,20.042834727420026,5.529125103380105,6.119389554046101,0.0,3.6792484186404604,-16.871937184877346,-1.7688594769151924,-0.24514988659355819,0.014464573390374673,0.0,467.1208651954732,466.32257825659514,466.69762244873215,465.3209116331096
4.679999999999988,6.182748300197557,-25.22784546474875,19.92526050189954,5.515379857113043,6.120697580968621,0.0,3.7593999961565094,-17.411947763021697,-2.155296420056967,-0.20831679267641948,0.03346321110352151,0.0,490.1943543804632,491.6047406476007,489.3703110157092,492.0572744564384
4.739999999999987,6.40925977809575,-26.283110226926162,19.777543847004047,5.502768807357828,6.122509927793477,0.0,3.790896346817069,-17.765828442239943,-2.7713112927633006,-0.21420035348739125,0.022732663951979468,0.0,403.29033571435104,402.31973932976916,403.2382167860347,402.6574679412429
4.799999999999986,6.638254354543251,-27.36273161489397,19.594964386274334,5.490256858609218,6.123591527363857,0.0,3.8419573473310034,-18.223169194196103,-3.3187710024819634,-0.19911178370756946,0.006389488307719972,0.0,446.14801047372924,444.8108587668974,444.0685697427924,445.2622238477705
4.859999999999984,6.870480690471928,-28.471126315832237,19.37966599214201,5.4783870932769805,6.123850616127122,0.0,3.8986102233639564,-18.724842650342378,-3.8625347792162135,-0.19538461509624191,-0.0001849900502515667,0.0,460.1281101176777,459.60698794806757,459.28096179497936,459.53975647806396
4.919999999999983,7.106499766645068,-29.611981560727617,19.132728803013542,5.467127259109155,6.123851218730808,0.0,3.968258429535184,-19.304782852919462,-4.374409208803536,-0.17552887577659562,0.00039732282945081974,0.0,486.9226055291801,486.96618782821304,488.204378550266,489.6533101707765
4.979999999999982,7.345975347752672,-30.784992303914915,18.851207859365747,5.456566829211919,6.124069460928009,0.0,4.014057730482932,-19.797821637265002,-5.014431388996737,-0.1769798600072887,0.009436898300433103,0.0,447.5059794832366,448.2415482502677,447.8221590438715,447.6744595538694
5.0399999999999805,7.588546201115547,-31.98984841384899,18.531932420763745,5.445907888918224,6.124809194867382,0.0,4.071255135281025,-20.365913286286936,-5.633951279174646,-0.1790199552394503,0.01756261656391896,0.0,473.28326179602146,473.90845916598147,472.3796648191203,472.1938330758746
